200905033	C004	69
200901011	C003	62
200904018	C004	70
200907074	C004	47
200907016	C003	69
200904039	C018	94
200901011	C021	87
200905018	C018	50
200907069	C018	56
200904015	C018	67
200903018	C003	69
200906044	C021	78
200903009	C021	49
200905030	C018	80
200906037	C004	63
200906092	C004	80
200906050	C018	77
200902022	C021	50
200904074	C021	60
200905072	C018	73
200905035	C004	43
200904057	C021	77
200902019	C021	98
200905012	C003	55
200904011	C018	51
200902028	C003	57
200905048	C004	58
200903017	C018	54
200902027	C018	76
200907057	C003	88
200901002	C003	97
200905065	C003	78
200904062	C003	65
200905081	C018	67
200903020	C018	56
200904053	C004	63
200906088	C018	73
200901027	C004	60
200904016	C021	75
200905056	C021	41
200902020	C004	76
200907064	C018	79
200902013	C018	98
200906002	C004	69
200906109	C021	72
200904032	C021	40
200907071	C004	66
200904060	C018	45
200903006	C021	98
200904037	C003	61
200902030	C018	74
200902017	C004	88
200902019	C003	99
200905057	C003	91
200905035	C018	61
200904005	C004	45
200901021	C018	75
200905011	C021	66
200905018	C003	70
200905014	C003	86
200905061	C003	76
200904002	C018	64
200904045	C018	62
200905012	C004	86
200905027	C004	67
200903019	C003	60
200904010	C004	58
200904029	C018	58
200906106	C003	71
200906098	C004	94
200904012	C018	61
200902027	C021	48
200906039	C004	92
200907061	C003	93
200901029	C003	51
200902022	C003	81
200907007	C004	96
200907018	C018	72
200906035	C018	43
200907076	C021	63
200907073	C021	61
200903009	C021	71
200906008	C004	90
200906082	C018	85
200906046	C004	57
200907052	C018	75
200904069	C018	73
200904017	C021	92
200907043	C018	53
200906036	C021	50
200907068	C004	85
200905054	C004	72
200906045	C018	53
200901004	C021	60
200903025	C018	68
200905030	C004	60
200905076	C018	74
200905018	C021	63
200901026	C021	73
200901019	C003	52
200906064	C018	49
200906104	C003	76
200904023	C004	91
200904022	C021	100
200907049	C018	57
200905021	C004	54
200904067	C021	57
200905068	C018	50
200907014	C021	91
200906028	C003	100
200905063	C021	70
200907003	C018	71
200905019	C003	50
200903023	C021	62
200906034	C021	75
200906023	C018	69
200904071	C021	100
200903001	C003	98
200902017	C021	95
200904011	C021	73
200905061	C018	41
200906103	C003	52
200907030	C021	75
200902019	C018	92
200907009	C021	72
200905078	C021	94
200903008	C018	61
200905023	C018	71
200907028	C003	58
200902020	C003	70
200906103	C004	92
200905055	C021	90
200903013	C018	74
200901028	C018	82
200907075	C004	83
200907062	C021	58
200905025	C018	86
200902016	C018	80
200902013	C021	88
200906031	C018	89
200906047	C003	76
200902023	C003	41
200905015	C004	67
200907036	C004	76
200901004	C018	40
200906090	C018	81
200904009	C018	80
200905044	C003	60
200907005	C018	74
200902025	C018	50
200905046	C021	65
200902018	C021	72
200907068	C018	51
200907054	C021	79
200904003	C021	77
200906085	C004	53
200906063	C021	43
200901022	C003	82
200907073	C018	50
200905079	C003	79
200901013	C018	88
200907008	C004	97
200901026	C018	64
200902031	C004	70
200903002	C021	81
200907059	C018	59
200906038	C018	88
200905052	C003	88
200907050	C004	64
200905035	C003	86
200903020	C021	90
200901008	C003	91
200907007	C003	83
200906021	C004	58
200906088	C021	97
200906003	C003	89
200901026	C004	99
200902021	C021	67
200902015	C004	95
200906004	C004	86
200905038	C003	50
200902014	C018	57
200906060	C021	73
200901019	C018	82
200904069	C021	66
200905029	C003	43
200907070	C003	51
200905080	C021	64
200903010	C004	100
200905009	C004	69
200907037	C018	52
200902016	C021	70
200907039	C018	70
200907001	C018	91
200906052	C021	98
200905016	C018	64
200904013	C018	51
200906053	C018	70
200901008	C018	59
200906066	C021	86
200901011	C004	95
200904044	C004	93
200902005	C018	88
200905053	C021	89
200907046	C004	60
200904002	C003	64
200907015	C021	82
200905028	C018	92
200905025	C004	40
200904048	C021	81
200902008	C018	98
200901013	C003	79
200905053	C018	65
200905022	C004	72
200907035	C004	90
200901001	C004	93
200906092	C018	89
200901002	C021	66
200902030	C021	46
200907027	C003	87
200905071	C018	70
200902007	C018	83
200901005	C018	87
200905041	C021	54
200906057	C003	88
200905060	C021	42
200907056	C003	82
200905065	C004	80
200901015	C021	83
200902035	C004	73
200906049	C021	66
200906071	C021	76
200904063	C003	75
200906029	C003	98
200903015	C021	89
200904058	C003	66
200901007	C021	87
200903021	C021	99
200902022	C004	79
200905061	C021	91
200907034	C021	46
200904001	C018	70
200906008	C018	63
200907077	C018	75
200905013	C018	72
200905037	C003	64
200904049	C003	72
200905051	C003	78
200905075	C004	86
200906107	C018	65
200907078	C021	71
200906023	C021	92
200906005	C018	67
200904063	C021	89
200904001	C004	71
200901011	C018	62
200902032	C021	77
200906036	C003	86
200901014	C021	67
200905033	C004	69
200901011	C003	62
200904018	C004	70
200907074	C004	47
200907016	C003	69
200904039	C018	94
200901011	C021	87
200905018	C018	50
200907069	C018	56
200904015	C018	67
200903018	C003	69
200906044	C021	78
200903009	C021	49
200905030	C018	80
200906037	C004	63
200906092	C004	80
200906050	C018	77
200902022	C021	50
200904074	C021	60
200905072	C018	73
200905035	C004	43
200904057	C021	77
200902019	C021	98
200905012	C003	55
200904011	C018	51
200902028	C003	57
200905048	C004	58
200903017	C018	54
200902027	C018	76
200907057	C003	88
200901002	C003	97
200905065	C003	78
200904062	C003	65
200905081	C018	67
200903020	C018	56
200904053	C004	63
200906088	C018	73
200901027	C004	60
200904016	C021	75
200905056	C021	41
200902020	C004	76
200907064	C018	79
200902013	C018	98
200906002	C004	69
200906109	C021	72
200904032	C021	40
200907071	C004	66
200904060	C018	45
200903006	C021	98
200904037	C003	61
200902030	C018	74
200902017	C004	88
200902019	C003	99
200905057	C003	91
200905035	C018	61
200904005	C004	45
200901021	C018	75
200905011	C021	66
200905018	C003	70
200905014	C003	86
200905061	C003	76
200904002	C018	64
200904045	C018	62
200905012	C004	86
200905027	C004	67
200903019	C003	60
200904010	C004	58
200904029	C018	58
200906106	C003	71
200906098	C004	94
200904012	C018	61
200902027	C021	48
200906039	C004	92
200907061	C003	93
200901029	C003	51
200902022	C003	81
200907007	C004	96
200907018	C018	72
200906035	C018	43
200907076	C021	63
200907073	C021	61
200903009	C021	71
200906008	C004	90
200906082	C018	85
200906046	C004	57
200907052	C018	75
200904069	C018	73
200904017	C021	92
200907043	C018	53
200906036	C021	50
200907068	C004	85
200905054	C004	72
200906045	C018	53
200901004	C021	60
200903025	C018	68
200905030	C004	60
200905076	C018	74
200905018	C021	63
200901026	C021	73
200901019	C003	52
200906064	C018	49
200906104	C003	76
200904023	C004	91
200904022	C021	100
200907049	C018	57
200905021	C004	54
200904067	C021	57
200905068	C018	50
200907014	C021	91
200906028	C003	100
200905063	C021	70
200907003	C018	71
200905019	C003	50
200903023	C021	62
200906034	C021	75
200906023	C018	69
200904071	C021	100
200903001	C003	98
200902017	C021	95
200904011	C021	73
200905061	C018	41
200906103	C003	52
200907030	C021	75
200902019	C018	92
200907009	C021	72
200905078	C021	94
200903008	C018	61
200905023	C018	71
200907028	C003	58
200902020	C003	70
200906103	C004	92
200905055	C021	90
200903013	C018	74
200901028	C018	82
200907075	C004	83
200907062	C021	58
200905025	C018	86
200902016	C018	80
200902013	C021	88
200906031	C018	89
200906047	C003	76
200902023	C003	41
200905015	C004	67
200907036	C004	76
200901004	C018	40
200906090	C018	81
200904009	C018	80
200905044	C003	60
200907005	C018	74
200902025	C018	50
200905046	C021	65
200902018	C021	72
200907068	C018	51
200907054	C021	79
200904003	C021	77
200906085	C004	53
200906063	C021	43
200901022	C003	82
200907073	C018	50
200905079	C003	79
200901013	C018	88
200907008	C004	97
200901026	C018	64
200902031	C004	70
200903002	C021	81
200907059	C018	59
200906038	C018	88
200905052	C003	88
200907050	C004	64
200905035	C003	86
200903020	C021	90
200901008	C003	91
200907007	C003	83
200906021	C004	58
200906088	C021	97
200906003	C003	89
200901026	C004	99
200902021	C021	67
200902015	C004	95
200906004	C004	86
200905038	C003	50
200902014	C018	57
200906060	C021	73
200901019	C018	82
200904069	C021	66
200905029	C003	43
200907070	C003	51
200905080	C021	64
200903010	C004	100
200905009	C004	69
200907037	C018	52
200902016	C021	70
200907039	C018	70
200907001	C018	91
200906052	C021	98
200905016	C018	64
200904013	C018	51
200906053	C018	70
200901008	C018	59
200906066	C021	86
200901011	C004	95
200904044	C004	93
200902005	C018	88
200905053	C021	89
200907046	C004	60
200904002	C003	64
200907015	C021	82
200905028	C018	92
200905025	C004	40
200904048	C021	81
200902008	C018	98
200901013	C003	79
200905053	C018	65
200905022	C004	72
200907035	C004	90
200901001	C004	93
200906092	C018	89
200901002	C021	66
200902030	C021	46
200907027	C003	87
200905071	C018	70
200902007	C018	83
200901005	C018	87
200905041	C021	54
200906057	C003	88
200905060	C021	42
200907056	C003	82
200905065	C004	80
200901015	C021	83
200902035	C004	73
200906049	C021	66
200906071	C021	76
200904063	C003	75
200906029	C003	98
200903015	C021	89
200904058	C003	66
200901007	C021	87
200903021	C021	99
200902022	C004	79
200905061	C021	91
200907034	C021	46
200904001	C018	70
200906008	C018	63
200907077	C018	75
200905013	C018	72
200905037	C003	64
