200905033	C004	69
200905018	C016	44
200901011	C003	62
200904018	C004	70
200904059	C006	76
200907074	C004	47
200905048	C013	54
200904003	C024	92
200904004	C020	68
200903004	C023	73
200904022	C012	72
200906021	C002	85
200907016	C003	69
200906010	C022	53
200901022	C011	69
200906075	C011	82
200904039	C018	94
200907075	C013	60
200906041	C020	65
200901011	C021	87
200904069	C014	48
200905018	C018	50
200902034	C011	60
200907069	C018	56
200902007	C012	61
200904015	C018	67
200903018	C003	69
200904026	C024	71
200906086	C012	57
200903025	C012	90
200907050	C001	79
200905050	C023	91
200907076	C013	69
200904066	C016	71
200906025	C011	78
200906044	C021	78
200907023	C010	93
200906044	C019	63
200905013	C019	51
200907052	C017	99
200904035	C024	73
200905065	C017	76
200906003	C009	79
200907038	C011	88
200903009	C021	49
200905030	C018	80
200904019	C024	92
200905047	C020	97
200905024	C020	92
200907025	C020	70
200906004	C005	66
200906037	C004	63
200907002	C009	85
200906026	C022	83
200906022	C011	71
200903017	C020	66
200904053	C016	100
200902017	C012	84
200906014	C012	78
200904064	C019	67
200905055	C024	79
200905074	C011	64
200907020	C022	59
200906092	C004	80
200901018	C024	68
200905011	C013	97
200904072	C019	75
200906050	C018	77
200902022	C021	50
200905021	C022	53
200906071	C016	88
200905012	C014	78
200906026	C020	100
200902012	C009	70
200904019	C017	62
200905027	C008	73
200906031	C023	75
200904036	C010	97
200902028	C010	53
200906078	C016	83
200904074	C021	60
200907021	C019	62
200905077	C023	53
200906052	C016	69
200906043	C016	89
200905022	C010	85
200905042	C002	92
200905066	C006	85
200905030	C022	80
200907022	C008	71
200906015	C015	77
200902035	C009	59
200906032	C013	73
200906011	C008	78
200905039	C016	91
200905024	C019	61
200906019	C023	89
200906052	C020	56
200905072	C018	73
200905035	C004	43
200901018	C012	72
200902029	C019	54
200906080	C001	50
200904057	C021	77
200906014	C015	56
200903022	C014	62
200904061	C023	52
200907060	C019	68
200902019	C021	98
200907080	C010	77
200905012	C003	55
200904011	C018	51
200905014	C022	61
200907002	C005	52
200902028	C003	57
200903015	C017	76
200905014	C015	77
200905074	C005	100
200905048	C004	58
200907011	C002	70
200901021	C023	83
200903017	C018	54
200906095	C023	56
200906013	C007	45
200907066	C001	78
200907074	C012	58
200901004	C005	87
200906100	C011	98
200907055	C011	51
200907053	C020	52
200907035	C015	98
200903026	C024	62
200902027	C018	76
200906015	C022	81
200907057	C003	88
200904045	C017	51
200905061	C001	82
200906032	C022	77
200906109	C014	95
200905009	C024	66
200901025	C019	46
200907065	C020	89
200901002	C003	97
200904037	C006	89
200906084	C020	77
200901014	C007	67
200902032	C001	99
200901022	C024	85
200905065	C003	78
200904034	C010	92
200904062	C003	65
200904054	C008	80
200902023	C024	73
200907011	C024	55
200904022	C006	98
200905031	C023	78
200904036	C020	79
200904011	C014	79
200907032	C008	61
200906026	C010	86
200905081	C018	67
200903022	C001	62
200907051	C013	57
200903006	C024	72
200903020	C018	56
200904002	C016	85
200904038	C005	86
200906044	C015	77
200907022	C005	77
200902006	C007	72
200902023	C013	94
200905045	C023	95
200906023	C019	47
200907042	C022	82
200905062	C014	92
200905010	C020	89
200902026	C023	77
200904053	C004	63
200904031	C015	70
200906088	C018	73
200904065	C020	72
200905058	C009	74
200901027	C004	60
200906027	C024	95
200906039	C016	61
200907073	C023	87
200907030	C015	54
200907080	C001	60
200904016	C021	75
200906034	C014	48
200907063	C019	77
200905067	C023	70
200903002	C019	53
200905064	C024	65
200905056	C021	41
200907006	C001	68
200904039	C020	87
200905051	C001	67
200907080	C014	70
200905037	C017	56
200904054	C011	54
200906094	C009	49
200906011	C015	67
200902020	C004	76
200904003	C017	96
200907064	C018	79
200905077	C024	82
200902013	C018	98
200905009	C012	63
200907080	C007	95
200906002	C004	69
200903022	C020	89
200905016	C002	65
200902005	C022	86
200907062	C012	82
200904049	C007	94
200906109	C021	72
200906007	C022	46
200905019	C019	84
200907017	C012	96
200905052	C006	79
200901002	C009	64
200906107	C005	91
200904032	C021	40
